pokemon_id,move_id,move_name,learn_method,level_learned
76,201,Sandstorm,machine,0
76,203,Endure,machine,0
76,214,Sleep Talk,machine,0
76,223,Dynamic Punch,egg,0
76,241,Sunny Day,machine,0
76,263,Facade,machine,0
76,264,Focus Punch,machine,0
76,280,Brick Break,machine,0
76,317,Rock Tomb,machine,0
76,334,Iron Defense,machine,0
76,335,Block,egg,0
76,341,Mud Shot,machine,0
76,350,Rock Blast,level-up,34
76,350,Rock Blast,machine,0
76,359,Hammer Arm,egg,0
76,360,Gyro Ball,machine,0
76,374,Fling,machine,0
76,397,Rock Polish,level-up,1
76,411,Focus Blast,machine,0
76,414,Earth Power,machine,0
76,416,Giga Impact,machine,0
76,442,Iron Head,machine,0
76,444,Stone Edge,level-up,54
76,444,Stone Edge,machine,0
76,446,Stealth Rock,level-up,30
76,446,Stealth Rock,machine,0
76,469,Wide Guard,egg,0
76,479,Smack Down,level-up,18
76,479,Smack Down,machine,0
76,484,Heavy Slam,level-up,1
76,484,Heavy Slam,machine,0
76,523,Bulldoze,level-up,22
76,523,Bulldoze,machine,0
76,667,High Horsepower,machine,0
76,707,Stomping Tantrum,machine,0
76,776,Body Press,machine,0
76,851,Tera Blast,machine,0
76,912,Hard Press,machine,0
79,23,Stomp,egg,0
79,29,Headbutt,level-up,21
79,33,Tackle,level-up,1
79,34,Body Slam,machine,0
79,36,Take Down,machine,0
79,45,Growl,level-up,3
79,50,Disable,level-up,15
79,53,Flamethrower,machine,0
79,55,Water Gun,level-up,6
79,56,Hydro Pump,machine,0
79,57,Surf,level-up,30
79,57,Surf,machine,0
79,58,Ice Beam,machine,0
79,59,Blizzard,machine,0
79,60,Psybeam,machine,0
79,86,Thunder Wave,machine,0
79,89,Earthquake,machine,0
79,91,Dig,machine,0
79,93,Confusion,level-up,12
79,94,Psychic,level-up,36
79,94,Psychic,machine,0
79,113,Light Screen,machine,0
79,126,Fire Blast,machine,0
79,127,Waterfall,machine,0
79,129,Swift,machine,0
79,133,Amnesia,level-up,27
79,133,Amnesia,machine,0
79,156,Rest,machine,0
79,164,Substitute,machine,0
79,174,Curse,level-up,1
79,174,Curse,machine,0
79,182,Protect,machine,0
79,187,Belly Drum,egg,0
79,196,Icy Wind,machine,0
79,203,Endure,machine,0
79,214,Sleep Talk,machine,0
79,240,Rain Dance,level-up,42
79,240,Rain Dance,machine,0
79,241,Sunny Day,machine,0
79,244,Psych Up,level-up,39
79,244,Psych Up,machine,0
79,247,Shadow Ball,machine,0
79,250,Whirlpool,machine,0
79,263,Facade,machine,0
79,270,Helping Hand,machine,0
79,271,Trick,machine,0
79,281,Yawn,level-up,9
79,285,Skill Swap,machine,0
79,286,Imprison,machine,0
79,303,Slack Off,level-up,33
79,311,Weather Ball,machine,0
79,335,Block,egg,0
79,341,Mud Shot,machine,0
79,347,Calm Mind,machine,0
79,352,Water Pulse,level-up,18
79,352,Water Pulse,machine,0
79,419,Avalanche,machine,0
79,428,Zen Headbutt,level-up,24
79,428,Zen Headbutt,machine,0
79,433,Trick Room,machine,0
79,447,Grass Knot,machine,0
79,473,Psyshock,machine,0
79,492,Foul Play,machine,0
79,500,Stored Power,machine,0
79,505,Heal Pulse,level-up,45
79,523,Bulldoze,machine,0
79,562,Belch,egg,0
79,678,Psychic Terrain,machine,0
79,710,Liquidation,machine,0
79,797,Expanding Force,machine,0
79,851,Tera Blast,machine,0
79,883,Snowscape,machine,0
79,886,Chilling Water,machine,0
80,8,Ice Punch,machine,0
80,29,Headbutt,level-up,21
80,33,Tackle,level-up,1
80,34,Body Slam,machine,0
80,36,Take Down,machine,0
80,45,Growl,level-up,1
80,50,Disable,level-up,15
80,53,Flamethrower,machine,0
80,55,Water Gun,level-up,1
80,56,Hydro Pump,machine,0
80,57,Surf,level-up,30
80,57,Surf,machine,0
80,58,Ice Beam,machine,0
80,59,Blizzard,machine,0
80,60,Psybeam,machine,0
80,63,Hyper Beam,machine,0
80,86,Thunder Wave,machine,0
80,89,Earthquake,machine,0
80,91,Dig,machine,0
80,93,Confusion,level-up,12
80,94,Psychic,level-up,36
80,94,Psychic,machine,0
80,110,Withdraw,level-up,1
80,113,Light Screen,machine,0
80,118,Metronome,machine,0
80,126,Fire Blast,machine,0
80,127,Waterfall,machine,0
80,129,Swift,machine,0
80,133,Amnesia,level-up,27
80,133,Amnesia,machine,0
80,156,Rest,machine,0
80,164,Substitute,machine,0
80,174,Curse,level-up,1
80,174,Curse,machine,0
80,182,Protect,machine,0
80,196,Icy Wind,machine,0
80,203,Endure,machine,0
80,214,Sleep Talk,machine,0
80,240,Rain Dance,level-up,46
80,240,Rain Dance,machine,0
80,241,Sunny Day,machine,0
80,244,Psych Up,level-up,41
80,244,Psych Up,machine,0
80,247,Shadow Ball,machine,0
80,248,Future Sight,egg,0
80,248,Future Sight,machine,0
80,250,Whirlpool,machine,0
80,263,Facade,machine,0
80,264,Focus Punch,machine,0
80,270,Helping Hand,machine,0
80,271,Trick,machine,0
80,280,Brick Break,machine,0
80,281,Yawn,level-up,9
80,285,Skill Swap,machine,0
80,286,Imprison,machine,0
80,303,Slack Off,level-up,33
80,311,Weather Ball,machine,0
80,330,Muddy Water,machine,0
80,334,Iron Defense,machine,0
80,341,Mud Shot,machine,0
80,347,Calm Mind,machine,0
80,352,Water Pulse,level-up,18
80,352,Water Pulse,machine,0
80,374,Fling,machine,0
80,409,Drain Punch,machine,0
80,411,Focus Blast,machine,0
80,416,Giga Impact,machine,0
80,417,Nasty Plot,machine,0
80,419,Avalanche,machine,0
80,428,Zen Headbutt,level-up,24
80,428,Zen Headbutt,machine,0
80,433,Trick Room,machine,0
80,447,Grass Knot,machine,0
80,473,Psyshock,machine,0
80,492,Foul Play,machine,0
80,500,Stored Power,machine,0
80,503,Scald,machine,0
80,505,Heal Pulse,level-up,51
80,523,Bulldoze,machine,0
80,678,Psychic Terrain,machine,0
80,710,Liquidation,machine,0
80,776,Body Press,machine,0
80,797,Expanding Force,machine,0
80,851,Tera Blast,machine,0
80,883,Snowscape,machine,0
80,886,Chilling Water,machine,0
80,917,Psychic Noise,machine,0
81,33,Tackle,level-up,1
81,36,Take Down,machine,0
81,48,Supersonic,level-up,4
81,84,Thunder Shock,level-up,1
81,85,Thunderbolt,machine,0
81,86,Thunder Wave,level-up,8
81,86,Thunder Wave,machine,0
81,87,Thunder,machine,0
81,103,Screech,level-up,24
81,109,Confuse Ray,machine,0
81,113,Light Screen,level-up,44
81,113,Light Screen,machine,0
81,115,Reflect,machine,0
81,129,Swift,machine,0
81,153,Explosion,egg,0
81,156,Rest,machine,0
81,164,Substitute,machine,0
81,182,Protect,machine,0
81,192,Zap Cannon,level-up,52
81,199,Lock On,level-up,48
81,201,Sandstorm,machine,0
81,203,Endure,machine,0
81,209,Spark,level-up,20
81,214,Sleep Talk,machine,0
81,240,Rain Dance,machine,0
81,241,Sunny Day,machine,0
81,263,Facade,machine,0
81,268,Charge,machine,0
81,270,Helping Hand,machine,0
81,319,Metal Sound,level-up,40
81,319,Metal Sound,machine,0
81,334,Iron Defense,machine,0
81,356,Gravity,machine,0
81,360,Gyro Ball,level-up,16
81,360,Gyro Ball,machine,0
81,393,Magnet Rise,level-up,28
81,430,Flash Cannon,level-up,32
81,430,Flash Cannon,machine,0
81,435,Discharge,level-up,36
81,442,Iron Head,machine,0
81,451,Charge Beam,machine,0
81,484,Heavy Slam,machine,0
81,486,Electro Ball,level-up,12
81,486,Electro Ball,machine,0
81,521,Volt Switch,machine,0
81,527,Electroweb,egg,0
81,527,Electroweb,machine,0
81,528,Wild Charge,machine,0
81,598,Eerie Impulse,machine,0
81,604,Electric Terrain,machine,0
81,796,Steel Beam,machine,0
81,851,Tera Blast,machine,0
82,33,Tackle,level-up,1
82,36,Take Down,machine,0
82,48,Supersonic,level-up,1
82,63,Hyper Beam,machine,0
82,84,Thunder Shock,level-up,1
82,85,Thunderbolt,machine,0
82,86,Thunder Wave,level-up,1
82,86,Thunder Wave,machine,0
82,87,Thunder,machine,0
82,103,Screech,level-up,24
82,109,Confuse Ray,machine,0
82,113,Light Screen,level-up,52
82,113,Light Screen,machine,0
82,115,Reflect,machine,0
82,129,Swift,machine,0
82,156,Rest,machine,0
82,161,Tri Attack,level-up,0
82,164,Substitute,machine,0
82,182,Protect,machine,0
82,192,Zap Cannon,level-up,64
82,199,Lock On,level-up,58
82,201,Sandstorm,machine,0
82,203,Endure,machine,0
82,209,Spark,level-up,20
82,214,Sleep Talk,machine,0
82,240,Rain Dance,machine,0
82,241,Sunny Day,machine,0
82,263,Facade,machine,0
82,268,Charge,machine,0
82,270,Helping Hand,machine,0
82,319,Metal Sound,level-up,46
82,319,Metal Sound,machine,0
82,334,Iron Defense,machine,0
82,356,Gravity,machine,0
82,360,Gyro Ball,level-up,16
82,360,Gyro Ball,machine,0
82,393,Magnet Rise,level-up,28
82,430,Flash Cannon,level-up,34
82,430,Flash Cannon,machine,0
82,435,Discharge,level-up,40
82,442,Iron Head,machine,0
82,451,Charge Beam,machine,0
82,484,Heavy Slam,machine,0
82,486,Electro Ball,level-up,12
82,486,Electro Ball,machine,0
82,521,Volt Switch,machine,0
82,527,Electroweb,machine,0
82,528,Wild Charge,machine,0
82,598,Eerie Impulse,machine,0
82,604,Electric Terrain,level-up,1
82,604,Electric Terrain,machine,0
82,796,Steel Beam,machine,0
82,851,Tera Blast,machine,0
84,14,Swords Dance,level-up,33
84,14,Swords Dance,machine,0
84,18,Whirlwind,egg,0
84,31,Fury Attack,level-up,9
84,34,Body Slam,machine,0
84,36,Take Down,machine,0
84,37,Thrash,level-up,43
84,38,Double Edge,machine,0
84,45,Growl,level-up,1
84,64,Peck,level-up,1
84,65,Drill Peck,level-up,36
84,67,Low Kick,machine,0
84,97,Agility,level-up,23
84,97,Agility,machine,0
84,98,Quick Attack,level-up,5
84,129,Swift,machine,0
84,143,Sky Attack,egg,0
84,156,Rest,machine,0
84,164,Substitute,machine,0
84,168,Thief,machine,0
84,175,Flail,egg,0
84,182,Protect,machine,0
84,189,Mud Slap,machine,0
84,203,Endure,machine,0
84,214,Sleep Talk,machine,0
84,226,Baton Pass,machine,0
84,240,Rain Dance,machine,0
84,241,Sunny Day,machine,0
84,253,Uproar,level-up,27
84,253,Uproar,machine,0
84,263,Facade,machine,0
84,270,Helping Hand,machine,0
84,282,Knock Off,machine,0
84,283,Endeavor,level-up,39
84,283,Endeavor,machine,0
84,297,Feather Dance,machine,0
84,332,Aerial Ace,machine,0
84,365,Pluck,level-up,14
84,366,Tailwind,machine,0
84,367,Acupressure,level-up,30
84,372,Assurance,egg,0
84,413,Brave Bird,machine,0
84,458,Double Hit,level-up,19
84,512,Acrobatics,machine,0
84,675,Throat Chop,machine,0
84,679,Lunge,machine,0
84,851,Tera Blast,machine,0
85,14,Swords Dance,level-up,34
85,14,Swords Dance,machine,0
85,18,Whirlwind,egg,0
85,19,Fly,machine,0
85,31,Fury Attack,level-up,12
85,34,Body Slam,machine,0
85,36,Take Down,machine,0
85,37,Thrash,level-up,50
85,38,Double Edge,machine,0
85,45,Growl,level-up,1
85,63,Hyper Beam,machine,0
85,64,Peck,level-up,1
85,65,Drill Peck,level-up,38
85,67,Low Kick,machine,0
85,97,Agility,level-up,23
85,97,Agility,machine,0
85,98,Quick Attack,level-up,1
85,129,Swift,machine,0
85,143,Sky Attack,egg,0
85,156,Rest,machine,0
85,161,Tri Attack,level-up,0
85,164,Substitute,machine,0
85,168,Thief,machine,0
85,175,Flail,egg,0
85,182,Protect,machine,0
85,184,Scary Face,machine,0
85,189,Mud Slap,machine,0
85,203,Endure,machine,0
85,214,Sleep Talk,machine,0
85,226,Baton Pass,machine,0
85,240,Rain Dance,machine,0
85,241,Sunny Day,machine,0
85,253,Uproar,level-up,26
85,253,Uproar,machine,0
85,263,Facade,machine,0
85,269,Taunt,machine,0
85,270,Helping Hand,machine,0
85,282,Knock Off,machine,0
85,283,Endeavor,level-up,43
85,283,Endeavor,machine,0
85,297,Feather Dance,machine,0
85,332,Aerial Ace,machine,0
85,365,Pluck,level-up,15
85,366,Tailwind,machine,0
85,367,Acupressure,level-up,30
85,372,Assurance,egg,0
85,413,Brave Bird,machine,0
85,416,Giga Impact,machine,0
85,458,Double Hit,level-up,19
85,512,Acrobatics,machine,0
85,529,Drill Run,machine,0
85,675,Throat Chop,machine,0
85,679,Lunge,machine,0
85,707,Stomping Tantrum,machine,0
85,851,Tera Blast,machine,0
85,884,Pounce,machine,0
85,885,Trailblaze,machine,0
86,29,Headbutt,level-up,1
86,32,Horn Drill,egg,0
86,34,Body Slam,machine,0
86,36,Take Down,level-up,37
86,36,Take Down,machine,0
86,38,Double Edge,machine,0
86,45,Growl,level-up,3
86,50,Disable,egg,0
86,56,Hydro Pump,machine,0
86,57,Surf,machine,0
86,58,Ice Beam,level-up,47
86,58,Ice Beam,machine,0
86,59,Blizzard,machine,0
86,62,Aurora Beam,level-up,27
86,114,Haze,machine,0
86,122,Lick,egg,0
86,127,Waterfall,machine,0
86,156,Rest,level-up,21
86,156,Rest,machine,0
86,164,Substitute,machine,0
86,168,Thief,machine,0
86,174,Curse,machine,0
86,182,Protect,machine,0
86,195,Perish Song,egg,0
86,196,Icy Wind,level-up,11
86,196,Icy Wind,machine,0
86,203,Endure,machine,0
86,204,Charm,level-up,7
86,204,Charm,machine,0
86,214,Sleep Talk,machine,0
86,219,Safeguard,level-up,51
86,227,Encore,level-up,13
86,227,Encore,machine,0
86,240,Rain Dance,machine,0
86,250,Whirlpool,machine,0
86,252,Fake Out,egg,0
86,253,Uproar,machine,0
86,254,Stockpile,egg,0
86,255,Spit Up,egg,0
86,256,Swallow,egg,0
86,263,Facade,machine,0
86,270,Helping Hand,machine,0
86,291,Dive,level-up,41
86,311,Weather Ball,machine,0
86,330,Muddy Water,machine,0
86,333,Icicle Spear,machine,0
86,352,Water Pulse,machine,0
86,362,Brine,level-up,33
86,374,Fling,machine,0
86,392,Aqua Ring,level-up,23
86,401,Aqua Tail,level-up,43
86,419,Avalanche,machine,0
86,420,Ice Shard,level-up,17
86,453,Aqua Jet,level-up,31
86,494,Entrainment,egg,0
86,529,Drill Run,machine,0
86,562,Belch,egg,0
86,684,Smart Strike,machine,0
86,812,Flip Turn,machine,0
86,813,Triple Axel,machine,0
86,851,Tera Blast,machine,0
86,861,Ice Spinner,machine,0
86,883,Snowscape,level-up,53
86,883,Snowscape,machine,0
86,886,Chilling Water,machine,0
87,29,Headbutt,level-up,1
87,32,Horn Drill,egg,0
87,34,Body Slam,machine,0
87,36,Take Down,level-up,39
87,36,Take Down,machine,0
87,38,Double Edge,machine,0
87,45,Growl,level-up,1
87,50,Disable,egg,0
87,56,Hydro Pump,machine,0
87,57,Surf,machine,0
87,58,Ice Beam,level-up,55
87,58,Ice Beam,machine,0
87,59,Blizzard,machine,0
87,62,Aurora Beam,level-up,27
87,63,Hyper Beam,machine,0
87,114,Haze,machine,0
87,122,Lick,egg,0
87,127,Waterfall,machine,0
87,156,Rest,level-up,21
87,156,Rest,machine,0
87,164,Substitute,machine,0
87,168,Thief,machine,0
87,174,Curse,machine,0
87,182,Protect,machine,0
87,195,Perish Song,egg,0
87,196,Icy Wind,level-up,1
87,196,Icy Wind,machine,0
87,203,Endure,machine,0
87,204,Charm,machine,0
87,214,Sleep Talk,machine,0
87,219,Safeguard,level-up,61
87,227,Encore,level-up,13
87,227,Encore,machine,0
87,240,Rain Dance,machine,0
87,250,Whirlpool,machine,0
87,252,Fake Out,egg,0
87,253,Uproar,machine,0
87,254,Stockpile,egg,0
87,255,Spit Up,egg,0
87,256,Swallow,egg,0
87,263,Facade,machine,0
87,270,Helping Hand,machine,0
87,282,Knock Off,machine,0
87,283,Endeavor,machine,0
87,291,Dive,level-up,45
87,311,Weather Ball,machine,0
87,329,Sheer Cold,level-up,0
87,330,Muddy Water,machine,0
87,333,Icicle Spear,machine,0
87,352,Water Pulse,machine,0
87,362,Brine,level-up,33
87,374,Fling,machine,0
87,392,Aqua Ring,level-up,23
87,401,Aqua Tail,level-up,49
87,416,Giga Impact,machine,0
87,419,Avalanche,machine,0
87,420,Ice Shard,level-up,17
87,453,Aqua Jet,level-up,31
87,494,Entrainment,egg,0
87,529,Drill Run,machine,0
87,562,Belch,egg,0
87,583,Play Rough,machine,0
87,684,Smart Strike,machine,0
87,710,Liquidation,machine,0
87,812,Flip Turn,machine,0
87,813,Triple Axel,machine,0
87,851,Tera Blast,machine,0
87,861,Ice Spinner,machine,0
87,883,Snowscape,level-up,65
87,883,Snowscape,machine,0
87,886,Chilling Water,machine,0
87,914,Alluring Voice,machine,0
88,1,Pound,level-up,1
88,7,Fire Punch,machine,0
88,8,Ice Punch,machine,0
88,9,Thunder Punch,machine,0
88,34,Body Slam,machine,0
88,36,Take Down,machine,0
88,50,Disable,level-up,12
88,53,Flamethrower,machine,0
88,85,Thunderbolt,machine,0
88,87,Thunder,machine,0
88,91,Dig,machine,0
88,92,Toxic,level-up,26
88,92,Toxic,machine,0
88,103,Screech,level-up,37
88,106,Harden,level-up,4
88,107,Minimize,level-up,21
88,109,Confuse Ray,machine,0
88,114,Haze,egg,0
88,114,Haze,machine,0
88,118,Metronome,machine,0
88,124,Sludge,level-up,15
88,126,Fire Blast,machine,0
88,139,Poison Gas,level-up,1
88,151,Acid Armor,level-up,43
88,156,Rest,machine,0
88,157,Rock Slide,machine,0
88,164,Substitute,machine,0
88,168,Thief,machine,0
88,174,Curse,egg,0
88,174,Curse,machine,0
88,182,Protect,machine,0
88,184,Scary Face,machine,0
88,188,Sludge Bomb,level-up,29
88,188,Sludge Bomb,machine,0
88,189,Mud Slap,level-up,7
88,189,Mud Slap,machine,0
88,201,Sandstorm,machine,0
88,202,Giga Drain,machine,0
88,203,Endure,machine,0
88,212,Mean Look,egg,0
88,214,Sleep Talk,machine,0
88,220,Pain Split,machine,0
88,240,Rain Dance,machine,0
88,241,Sunny Day,machine,0
88,247,Shadow Ball,machine,0
88,254,Stockpile,egg,0
88,255,Spit Up,egg,0
88,256,Swallow,egg,0
88,262,Memento,level-up,48
88,263,Facade,machine,0
88,269,Taunt,machine,0
88,270,Helping Hand,machine,0
88,286,Imprison,machine,0
88,317,Rock Tomb,machine,0
88,325,Shadow Punch,egg,0
88,341,Mud Shot,level-up,18
88,341,Mud Shot,machine,0
88,374,Fling,machine,0
88,398,Poison Jab,machine,0
88,409,Drain Punch,machine,0
88,425,Shadow Sneak,egg,0
88,428,Zen Headbutt,machine,0
88,441,Gunk Shot,level-up,40
88,441,Gunk Shot,machine,0
88,474,Venoshock,machine,0
88,482,Sludge Wave,level-up,32
88,482,Sludge Wave,machine,0
88,491,Acid Spray,egg,0
88,491,Acid Spray,machine,0
88,506,Hex,machine,0
88,562,Belch,level-up,46
88,851,Tera Blast,machine,0
89,1,Pound,level-up,1
89,7,Fire Punch,machine,0
89,8,Ice Punch,machine,0
89,9,Thunder Punch,machine,0
89,34,Body Slam,machine,0
89,36,Take Down,machine,0
89,50,Disable,level-up,12
89,53,Flamethrower,machine,0
89,63,Hyper Beam,machine,0
89,85,Thunderbolt,machine,0
89,87,Thunder,machine,0
89,91,Dig,machine,0
89,92,Toxic,level-up,26
89,92,Toxic,machine,0
89,103,Screech,level-up,37
89,106,Harden,level-up,1
89,107,Minimize,level-up,21
89,109,Confuse Ray,machine,0
89,114,Haze,machine,0
89,118,Metronome,machine,0
89,124,Sludge,level-up,15
89,126,Fire Blast,machine,0
89,129,Swift,machine,0
89,139,Poison Gas,level-up,1
89,151,Acid Armor,level-up,46
89,156,Rest,machine,0
89,157,Rock Slide,machine,0
89,164,Substitute,machine,0
89,168,Thief,machine,0
89,174,Curse,machine,0
89,180,Spite,machine,0
89,182,Protect,machine,0
89,184,Scary Face,machine,0
89,188,Sludge Bomb,level-up,29
89,188,Sludge Bomb,machine,0
89,189,Mud Slap,level-up,1
89,189,Mud Slap,machine,0
89,201,Sandstorm,machine,0
89,202,Giga Drain,machine,0
89,203,Endure,machine,0
89,214,Sleep Talk,machine,0
89,220,Pain Split,machine,0
89,240,Rain Dance,machine,0
89,241,Sunny Day,machine,0
89,247,Shadow Ball,machine,0
89,262,Memento,level-up,57
89,263,Facade,machine,0
89,264,Focus Punch,machine,0
89,269,Taunt,machine,0
89,270,Helping Hand,machine,0
89,280,Brick Break,machine,0
89,282,Knock Off,machine,0
89,286,Imprison,machine,0
89,317,Rock Tomb,machine,0
89,341,Mud Shot,level-up,18
89,341,Mud Shot,machine,0
89,374,Fling,machine,0
89,390,Toxic Spikes,machine,0
89,398,Poison Jab,machine,0
89,399,Dark Pulse,machine,0
89,409,Drain Punch,machine,0
89,411,Focus Blast,machine,0
89,416,Giga Impact,machine,0
89,428,Zen Headbutt,machine,0
89,441,Gunk Shot,level-up,40
89,441,Gunk Shot,machine,0
89,474,Venoshock,machine,0
89,482,Sludge Wave,level-up,32
89,482,Sludge Wave,machine,0
89,491,Acid Spray,machine,0
89,506,Hex,machine,0
89,562,Belch,level-up,52
89,679,Lunge,machine,0
89,808,Lash Out,machine,0
89,851,Tera Blast,machine,0
90,33,Tackle,level-up,1
90,36,Take Down,machine,0
90,43,Leer,level-up,12
90,48,Supersonic,level-up,20
90,55,Water Gun,level-up,1
90,56,Hydro Pump,level-up,48
90,56,Hydro Pump,machine,0
90,57,Surf,machine,0
90,58,Ice Beam,level-up,40
90,58,Ice Beam,machine,0
90,59,Blizzard,machine,0
90,61,Bubble Beam,egg,0
90,62,Aurora Beam,level-up,24
90,110,Withdraw,level-up,4
90,127,Waterfall,machine,0
90,129,Swift,machine,0
90,156,Rest,machine,0
90,164,Substitute,machine,0
90,182,Protect,level-up,28
90,182,Protect,machine,0
90,191,Spikes,machine,0
90,196,Icy Wind,machine,0
90,203,Endure,machine,0
90,214,Sleep Talk,machine,0
90,240,Rain Dance,machine,0
90,250,Whirlpool,level-up,16
90,250,Whirlpool,machine,0
90,263,Facade,machine,0
90,270,Helping Hand,machine,0
90,333,Icicle Spear,machine,0
90,334,Iron Defense,level-up,36
90,334,Iron Defense,machine,0
90,341,Mud Shot,machine,0
90,350,Rock Blast,machine,0
90,352,Water Pulse,egg,0
90,352,Water Pulse,machine,0
90,390,Toxic Spikes,machine,0
90,392,Aqua Ring,egg,0
90,419,Avalanche,machine,0
90,420,Ice Shard,level-up,8
90,504,Shell Smash,level-up,44
90,534,Razor Shell,level-up,32
90,710,Liquidation,machine,0
90,791,Life Dew,egg,0
90,851,Tera Blast,machine,0
90,861,Ice Spinner,machine,0
90,883,Snowscape,machine,0
90,886,Chilling Water,machine,0
91,33,Tackle,level-up,1
91,34,Body Slam,machine,0
91,36,Take Down,machine,0
91,43,Leer,level-up,1
91,48,Supersonic,level-up,1
91,55,Water Gun,level-up,1
91,56,Hydro Pump,level-up,1
91,56,Hydro Pump,machine,0
91,57,Surf,machine,0
91,58,Ice Beam,level-up,1
91,58,Ice Beam,machine,0
91,59,Blizzard,machine,0
91,62,Aurora Beam,level-up,1
91,63,Hyper Beam,machine,0
91,110,Withdraw,level-up,1
91,113,Light Screen,machine,0
91,127,Waterfall,machine,0
91,129,Swift,machine,0
91,156,Rest,machine,0
91,164,Substitute,machine,0
91,182,Protect,level-up,1
91,182,Protect,machine,0
91,184,Scary Face,machine,0
91,191,Spikes,level-up,1
91,191,Spikes,machine,0
91,196,Icy Wind,machine,0
91,203,Endure,machine,0
91,214,Sleep Talk,machine,0
91,240,Rain Dance,machine,0
91,250,Whirlpool,level-up,1
91,250,Whirlpool,machine,0
91,263,Facade,machine,0
91,270,Helping Hand,machine,0
91,311,Weather Ball,machine,0
91,333,Icicle Spear,level-up,0
91,333,Icicle Spear,machine,0
91,334,Iron Defense,level-up,1
91,334,Iron Defense,machine,0
91,341,Mud Shot,machine,0
91,350,Rock Blast,machine,0
91,352,Water Pulse,machine,0
91,390,Toxic Spikes,level-up,1
91,390,Toxic Spikes,machine,0
91,398,Poison Jab,machine,0
91,416,Giga Impact,machine,0
91,419,Avalanche,machine,0
91,420,Ice Shard,level-up,1
91,504,Shell Smash,level-up,1
91,529,Drill Run,machine,0
91,534,Razor Shell,level-up,5
91,556,Icicle Crash,level-up,1
91,684,Smart Strike,machine,0
91,710,Liquidation,machine,0
91,851,Tera Blast,machine,0
91,861,Ice Spinner,machine,0
91,883,Snowscape,machine,0
91,886,Chilling Water,machine,0
92,7,Fire Punch,machine,0
92,8,Ice Punch,machine,0
92,9,Thunder Punch,machine,0
92,50,Disable,egg,0
92,85,Thunderbolt,machine,0
92,87,Thunder,machine,0
92,92,Toxic,egg,0
92,92,Toxic,machine,0
92,94,Psychic,machine,0
92,95,Hypnosis,level-up,4
92,101,Night Shade,level-up,28
92,101,Night Shade,machine,0
92,109,Confuse Ray,level-up,1
92,109,Confuse Ray,machine,0
92,114,Haze,egg,0
92,114,Haze,machine,0
92,122,Lick,level-up,1
92,123,Smog,egg,0
92,138,Dream Eater,level-up,48
92,156,Rest,machine,0
92,164,Substitute,machine,0
92,168,Thief,machine,0
92,174,Curse,level-up,20
92,174,Curse,machine,0
92,180,Spite,level-up,16
92,180,Spite,machine,0
92,182,Protect,machine,0
92,184,Scary Face,machine,0
92,188,Sludge Bomb,machine,0
92,194,Destiny Bond,level-up,44
92,195,Perish Song,egg,0
92,196,Icy Wind,machine,0
92,202,Giga Drain,machine,0
92,203,Endure,machine,0
92,212,Mean Look,level-up,8
92,214,Sleep Talk,machine,0
92,220,Pain Split,machine,0
92,240,Rain Dance,machine,0
92,241,Sunny Day,machine,0
92,244,Psych Up,machine,0
92,247,Shadow Ball,level-up,40
92,247,Shadow Ball,machine,0
92,261,Will O Wisp,machine,0
92,263,Facade,machine,0
92,269,Taunt,machine,0
92,271,Trick,machine,0
92,285,Skill Swap,machine,0
92,286,Imprison,machine,0
92,310,Astonish,egg,0
92,371,Payback,level-up,12
92,389,Sucker Punch,level-up,32
92,398,Poison Jab,machine,0
92,399,Dark Pulse,level-up,36
92,399,Dark Pulse,machine,0
92,412,Energy Ball,machine,0
92,417,Nasty Plot,machine,0
92,433,Trick Room,machine,0
92,441,Gunk Shot,machine,0
92,474,Venoshock,machine,0
92,482,Sludge Wave,machine,0
92,491,Acid Spray,machine,0
92,492,Foul Play,machine,0
92,499,Clear Smog,egg,0
92,506,Hex,level-up,24
92,506,Hex,machine,0
92,513,Reflect Type,egg,0
92,605,Dazzling Gleam,machine,0
92,806,Skitter Smack,machine,0
92,809,Poltergeist,machine,0
92,851,Tera Blast,machine,0
93,7,Fire Punch,machine,0
93,8,Ice Punch,machine,0
93,9,Thunder Punch,machine,0
93,85,Thunderbolt,machine,0
93,87,Thunder,machine,0
93,92,Toxic,machine,0
93,94,Psychic,machine,0
93,95,Hypnosis,level-up,1
93,101,Night Shade,level-up,30
93,101,Night Shade,machine,0
93,109,Confuse Ray,level-up,1
93,109,Confuse Ray,machine,0
93,114,Haze,machine,0
93,118,Metronome,machine,0
93,122,Lick,level-up,1
93,138,Dream Eater,level-up,60
93,156,Rest,machine,0
93,164,Substitute,machine,0
93,168,Thief,machine,0
93,174,Curse,level-up,20
93,174,Curse,machine,0
93,180,Spite,level-up,16
93,180,Spite,machine,0
93,182,Protect,machine,0
93,184,Scary Face,machine,0
93,188,Sludge Bomb,machine,0
93,194,Destiny Bond,level-up,54
93,196,Icy Wind,machine,0
93,202,Giga Drain,machine,0
93,203,Endure,machine,0
93,212,Mean Look,level-up,1
93,214,Sleep Talk,machine,0
93,220,Pain Split,machine,0
93,227,Encore,machine,0
93,240,Rain Dance,machine,0
93,241,Sunny Day,machine,0
93,244,Psych Up,machine,0
93,247,Shadow Ball,level-up,48
93,247,Shadow Ball,machine,0
93,261,Will O Wisp,machine,0
93,263,Facade,machine,0
93,269,Taunt,machine,0
